record_id,entity_id,entity_name,sector,asset_id,severity,category,opened_at,closed_at,escalated,disposition,investigation_notes,closure_time_minutes
ALT-0008142,CSE-005,Western Grid Systems,Power,AST-005-03,MEDIUM,Unauthorized Access,2026-07-03T17:14:00,2026-07-03T22:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 008282),327.00
ALT-0008143,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Phishing,2026-07-04T09:37:00,2026-07-04T14:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 008641),266.00
ALT-0008144,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Phishing,2026-07-04T10:37:00,2026-07-04T17:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 007921),386.00
ALT-0008145,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Denial of Service,2026-07-04T12:37:00,2026-07-04T14:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 008461),86.00
ALT-0008146,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Denial of Service,2026-07-04T13:37:00,2026-07-04T17:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 007741),206.00
ALT-0008147,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Phishing,2026-07-04T14:37:00,2026-07-04T18:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 009001),206.00
ALT-0008148,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Phishing,2026-07-04T15:37:00,2026-07-04T21:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 008281),326.00
ALT-0008149,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Denial of Service,2026-07-04T17:37:00,2026-07-04T18:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 008821),26.00
ALT-0008150,CSE-005,Western Grid Systems,Power,AST-005-02,LOW,Denial of Service,2026-07-04T18:37:00,2026-07-04T21:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 008101),146.00
ALT-0008151,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Insider Threat,2026-01-06T08:00:00,2026-01-06T12:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 009900),265.00
ALT-0008152,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Insider Threat,2026-01-06T09:00:00,2026-01-06T15:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 009180),385.00
ALT-0008153,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Malware,2026-01-06T10:00:00,2026-01-06T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 010440),385.00
ALT-0008154,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Malware,2026-01-06T11:00:00,2026-01-06T12:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 009720),85.00
ALT-0008155,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Insider Threat,2026-01-06T13:00:00,2026-01-06T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 010260),205.00
ALT-0008156,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Insider Threat,2026-01-06T14:00:00,2026-01-06T19:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 009540),325.00
ALT-0008157,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Malware,2026-01-06T16:00:00,2026-01-06T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 010080),25.00
ALT-0008158,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Malware,2026-01-06T17:00:00,2026-01-06T19:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 009360),145.00
ALT-0008159,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,LOW,Insider Threat,2026-01-06T18:00:00,2026-01-06T20:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 010620),145.00
ALT-0008160,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Policy Violation,2026-01-07T08:23:00,2026-01-07T14:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 010439),384.00
ALT-0008161,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Policy Violation,2026-01-07T09:23:00,2026-01-07T10:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 009719),84.00
ALT-0008162,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Data Exfiltration,2026-01-07T11:23:00,2026-01-07T14:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 010259),204.00
ALT-0008163,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Data Exfiltration,2026-01-07T12:23:00,2026-01-07T17:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 009539),324.00
ALT-0008164,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Policy Violation,2026-01-07T14:23:00,2026-01-07T21:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 010079),444.00
ALT-0008165,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Policy Violation,2026-01-07T15:23:00,2026-01-07T17:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 009359),144.00
ALT-0008166,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Data Exfiltration,2026-01-07T16:23:00,2026-01-07T18:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 010619),144.00
ALT-0008167,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Data Exfiltration,2026-01-07T17:23:00,2026-01-07T21:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 009899),264.00
ALT-0008168,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,CRITICAL,Data Exfiltration,2026-01-07T18:23:00,2026-01-08T00:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 009179),384.00
ALT-0008169,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Unauthorized Access,2026-01-08T09:46:00,2026-01-08T13:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 010258),203.00
ALT-0008170,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Unauthorized Access,2026-01-08T10:46:00,2026-01-08T16:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 009538),323.00
ALT-0008171,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Vulnerability Exploit,2026-01-08T12:46:00,2026-01-08T20:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 010078),443.00
ALT-0008172,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Vulnerability Exploit,2026-01-08T13:46:00,2026-01-08T16:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 009358),143.00
ALT-0008173,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Unauthorized Access,2026-01-08T14:46:00,2026-01-08T17:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 010618),143.00
ALT-0008174,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Unauthorized Access,2026-01-08T15:46:00,2026-01-08T20:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 009898),263.00
ALT-0008175,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Unauthorized Access,2026-01-08T16:46:00,2026-01-08T23:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 009178),383.00
ALT-0008176,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Vulnerability Exploit,2026-01-08T17:46:00,2026-01-09T00:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 010438),383.00
ALT-0008177,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,HIGH,Vulnerability Exploit,2026-01-08T18:46:00,2026-01-08T20:09:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 009718),83.00
ALT-0008178,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Phishing,2026-01-09T08:09:00,2026-01-09T13:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 009537),322.00
ALT-0008179,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Denial of Service,2026-01-09T10:09:00,2026-01-09T17:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 010077),442.00
ALT-0008180,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Denial of Service,2026-01-09T11:09:00,2026-01-09T13:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 009357),142.00
ALT-0008181,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Phishing,2026-01-09T12:09:00,2026-01-09T14:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 010617),142.00
ALT-0008182,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Phishing,2026-01-09T13:09:00,2026-01-09T17:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 009897),262.00
ALT-0008183,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Phishing,2026-01-09T14:09:00,2026-01-09T20:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 009177),382.00
ALT-0008184,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Denial of Service,2026-01-09T15:09:00,2026-01-09T21:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 010437),382.00
ALT-0008185,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Denial of Service,2026-01-09T16:09:00,2026-01-09T17:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 009717),82.00
ALT-0008186,CSE-006,Bharat Telecom Networks,Telecom,AST-006-10,MEDIUM,Phishing,2026-01-09T18:09:00,2026-01-09T21:31:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 010257),202.00
ALT-0008187,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Insider Threat,2026-01-10T08:32:00,2026-01-10T15:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 010076),441.00
ALT-0008188,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Insider Threat,2026-01-10T09:32:00,2026-01-10T11:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 009356),141.00
ALT-0008189,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Malware,2026-01-10T10:32:00,2026-01-10T12:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 010616),141.00
ALT-0008190,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Malware,2026-01-10T11:32:00,2026-01-10T15:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 009896),261.00
ALT-0008191,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Malware,2026-01-10T12:32:00,2026-01-10T18:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 009176),381.00
ALT-0008192,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Insider Threat,2026-01-10T13:32:00,2026-01-10T19:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 010436),381.00
ALT-0008193,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Insider Threat,2026-01-10T14:32:00,2026-01-10T15:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 009716),81.00
ALT-0008194,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Malware,2026-01-10T16:32:00,2026-01-10T19:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 010256),201.00
ALT-0008195,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,MEDIUM,Malware,2026-01-10T17:32:00,2026-01-10T22:53:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 009536),321.00
ALT-0008196,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Policy Violation,2026-01-11T08:55:00,2026-01-11T11:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 010615),140.00
ALT-0008197,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Policy Violation,2026-01-11T09:55:00,2026-01-11T14:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 009895),260.00
ALT-0008198,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Policy Violation,2026-01-11T10:55:00,2026-01-11T17:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 009175),380.00
ALT-0008199,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Data Exfiltration,2026-01-11T11:55:00,2026-01-11T18:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 010435),380.00
ALT-0008200,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Data Exfiltration,2026-01-11T12:55:00,2026-01-11T14:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 009715),80.00
ALT-0008201,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Policy Violation,2026-01-11T14:55:00,2026-01-11T18:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 010255),200.00
ALT-0008202,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Policy Violation,2026-01-11T15:55:00,2026-01-11T21:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 009535),320.00
ALT-0008203,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Data Exfiltration,2026-01-11T17:55:00,2026-01-12T01:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 010075),440.00
ALT-0008204,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,LOW,Data Exfiltration,2026-01-11T18:55:00,2026-01-11T21:15:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 009355),140.00
ALT-0008205,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Vulnerability Exploit,2026-01-12T08:18:00,2026-01-12T14:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 009174),379.00
ALT-0008206,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,CRITICAL,Unauthorized Access,2026-01-12T09:18:00,2026-01-12T10:22:00,true,FALSE_POSITIVE,,64.00
ALT-0008207,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Unauthorized Access,2026-01-12T09:18:00,2026-01-12T15:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 010434),379.00
ALT-0008208,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Unauthorized Access,2026-01-12T10:18:00,2026-01-12T11:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 009714),79.00
ALT-0008209,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Vulnerability Exploit,2026-01-12T12:18:00,2026-01-12T15:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 010254),199.00
ALT-0008210,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Vulnerability Exploit,2026-01-12T13:18:00,2026-01-12T18:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 009534),319.00
ALT-0008211,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Unauthorized Access,2026-01-12T15:18:00,2026-01-12T22:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 010074),439.00
ALT-0008212,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Unauthorized Access,2026-01-12T16:18:00,2026-01-12T18:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 009354),139.00
ALT-0008213,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Vulnerability Exploit,2026-01-12T17:18:00,2026-01-12T19:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 010614),139.00
ALT-0008214,CSE-006,Bharat Telecom Networks,Telecom,AST-006-07,LOW,Vulnerability Exploit,2026-01-12T18:18:00,2026-01-12T22:37:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 009894),259.00
ALT-0008215,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Phishing,2026-01-13T08:41:00,2026-01-13T09:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 009713),78.00
ALT-0008216,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Denial of Service,2026-01-13T10:41:00,2026-01-13T13:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 010253),198.00
ALT-0008217,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Denial of Service,2026-01-13T11:41:00,2026-01-13T16:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 009533),318.00
ALT-0008218,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Phishing,2026-01-13T13:41:00,2026-01-13T20:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 010073),438.00
ALT-0008219,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Phishing,2026-01-13T14:41:00,2026-01-13T16:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 009353),138.00
ALT-0008220,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Denial of Service,2026-01-13T15:41:00,2026-01-13T17:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 010613),138.00
ALT-0008221,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Denial of Service,2026-01-13T16:41:00,2026-01-13T20:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 009893),258.00
ALT-0008222,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Denial of Service,2026-01-13T17:41:00,2026-01-13T23:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 009173),378.00
ALT-0008223,CSE-006,Bharat Telecom Networks,Telecom,AST-006-08,HIGH,Malware,2026-01-13T18:41:00,2026-01-13T19:44:00,true,BENIGN,,63.00
ALT-0008224,CSE-006,Bharat Telecom Networks,Telecom,AST-006-06,CRITICAL,Phishing,2026-01-13T18:41:00,2026-01-14T00:59:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 010433),378.00
ALT-0008225,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Insider Threat,2026-01-14T08:04:00,2026-01-14T11:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 010252),197.00
ALT-0008226,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Insider Threat,2026-01-14T09:04:00,2026-01-14T14:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 009532),317.00
ALT-0008227,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Malware,2026-01-14T11:04:00,2026-01-14T18:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 010072),437.00
ALT-0008228,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Malware,2026-01-14T12:04:00,2026-01-14T14:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 009352),137.00
ALT-0008229,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Insider Threat,2026-01-14T13:04:00,2026-01-14T15:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 010612),137.00
ALT-0008230,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Insider Threat,2026-01-14T14:04:00,2026-01-14T18:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 009892),257.00
ALT-0008231,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Insider Threat,2026-01-14T15:04:00,2026-01-14T21:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 009172),377.00
ALT-0008232,CSE-006,Bharat Telecom Networks,Telecom,AST-006-11,CRITICAL,Vulnerability Exploit,2026-01-14T16:04:00,2026-01-14T17:06:00,true,FALSE_POSITIVE,,62.00
ALT-0008233,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Malware,2026-01-14T16:04:00,2026-01-14T22:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 010432),377.00
ALT-0008234,CSE-006,Bharat Telecom Networks,Telecom,AST-006-01,HIGH,Malware,2026-01-14T17:04:00,2026-01-14T18:21:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 009712),77.00
ALT-0008235,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Policy Violation,2026-01-15T09:27:00,2026-01-15T16:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 010071),436.00
ALT-0008236,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Policy Violation,2026-01-15T10:27:00,2026-01-15T12:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 009351),136.00
ALT-0008237,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Data Exfiltration,2026-01-15T11:27:00,2026-01-15T13:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 010611),136.00
ALT-0008238,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Data Exfiltration,2026-01-15T12:27:00,2026-01-15T16:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 009891),256.00
ALT-0008239,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Data Exfiltration,2026-01-15T13:27:00,2026-01-15T19:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 009171),376.00
ALT-0008240,CSE-006,Bharat Telecom Networks,Telecom,AST-006-12,HIGH,Data Exfiltration,2026-01-15T14:27:00,2026-01-15T15:28:00,true,BENIGN,,61.00
ALT-0008241,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Policy Violation,2026-01-15T14:27:00,2026-01-15T20:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 010431),376.00
ALT-0008242,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Policy Violation,2026-01-15T15:27:00,2026-01-15T16:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 009711),76.00
ALT-0008243,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Data Exfiltration,2026-01-15T17:27:00,2026-01-15T20:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 010251),196.00
ALT-0008244,CSE-006,Bharat Telecom Networks,Telecom,AST-006-04,MEDIUM,Data Exfiltration,2026-01-15T18:27:00,2026-01-15T23:43:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 009531),316.00
ALT-0008245,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Vulnerability Exploit,2026-01-16T08:50:00,2026-01-16T11:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 009350),135.00
ALT-0008246,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Unauthorized Access,2026-01-16T09:50:00,2026-01-16T12:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 010610),135.00
ALT-0008247,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Unauthorized Access,2026-01-16T10:50:00,2026-01-16T15:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 009890),255.00
ALT-0008248,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Unauthorized Access,2026-01-16T11:50:00,2026-01-16T18:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 009170),375.00
ALT-0008249,CSE-006,Bharat Telecom Networks,Telecom,AST-006-09,CRITICAL,Malware,2026-01-16T12:50:00,2026-01-16T13:50:00,true,FALSE_POSITIVE,,60.00
ALT-0008250,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Vulnerability Exploit,2026-01-16T12:50:00,2026-01-16T19:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 010430),375.00
ALT-0008251,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Vulnerability Exploit,2026-01-16T13:50:00,2026-01-16T15:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 009710),75.00
ALT-0008252,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Unauthorized Access,2026-01-16T15:50:00,2026-01-16T19:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 010250),195.00
ALT-0008253,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Unauthorized Access,2026-01-16T16:50:00,2026-01-16T22:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 009530),315.00
ALT-0008254,CSE-006,Bharat Telecom Networks,Telecom,AST-006-03,MEDIUM,Vulnerability Exploit,2026-01-16T18:50:00,2026-01-17T02:05:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 010070),435.00
